"region";"tid";"statistikkvariabel";"Folkemengde 1. januar og endringer i kalenderåret, etter region, tid og statistikkvariabel"
"16 Sør-Trøndelag";"1982";"Folkemengde";245406
"16 Sør-Trøndelag";"1982";"Levendefødte";3159
"16 Sør-Trøndelag";"1982";"Døde";2453
"16 Sør-Trøndelag";"1982";"Innflyttinger";5980
"16 Sør-Trøndelag";"1982";"Utflyttinger";5891
"16 Sør-Trøndelag";"1983";"Folkemengde";246206
"16 Sør-Trøndelag";"1983";"Levendefødte";3071
"16 Sør-Trøndelag";"1983";"Døde";2529
"16 Sør-Trøndelag";"1983";"Innflyttinger";5539
"16 Sør-Trøndelag";"1983";"Utflyttinger";5991
"16 Sør-Trøndelag";"1984";"Folkemengde";246289
"16 Sør-Trøndelag";"1984";"Levendefødte";2950
"16 Sør-Trøndelag";"1984";"Døde";2534
"16 Sør-Trøndelag";"1984";"Innflyttinger";5574
"16 Sør-Trøndelag";"1984";"Utflyttinger";5866
"16 Sør-Trøndelag";"1985";"Folkemengde";246407
"16 Sør-Trøndelag";"1985";"Levendefødte";3071
"16 Sør-Trøndelag";"1985";"Døde";2511
"16 Sør-Trøndelag";"1985";"Innflyttinger";5711
"16 Sør-Trøndelag";"1985";"Utflyttinger";5903
"16 Sør-Trøndelag";"1986";"Folkemengde";246800
"16 Sør-Trøndelag";"1986";"Levendefødte";3095
"16 Sør-Trøndelag";"1986";"Døde";2610
"16 Sør-Trøndelag";"1986";"Innflyttinger";6132
"16 Sør-Trøndelag";"1986";"Utflyttinger";6151
"16 Sør-Trøndelag";"1987";"Folkemengde";247237
"16 Sør-Trøndelag";"1987";"Levendefødte";3161
"16 Sør-Trøndelag";"1987";"Døde";2629
"16 Sør-Trøndelag";"1987";"Innflyttinger";6549
"16 Sør-Trøndelag";"1987";"Utflyttinger";6261
"16 Sør-Trøndelag";"1988";"Folkemengde";248076
"16 Sør-Trøndelag";"1988";"Levendefødte";3548
"16 Sør-Trøndelag";"1988";"Døde";2673
"16 Sør-Trøndelag";"1988";"Innflyttinger";6428
"16 Sør-Trøndelag";"1988";"Utflyttinger";5740
"16 Sør-Trøndelag";"1989";"Folkemengde";249624
"16 Sør-Trøndelag";"1989";"Levendefødte";3648
"16 Sør-Trøndelag";"1989";"Døde";2746
"16 Sør-Trøndelag";"1989";"Innflyttinger";5970
"16 Sør-Trøndelag";"1989";"Utflyttinger";6126
"16 Sør-Trøndelag";"1990";"Folkemengde";250344
"16 Sør-Trøndelag";"1990";"Levendefødte";3700
"16 Sør-Trøndelag";"1990";"Døde";2755
"16 Sør-Trøndelag";"1990";"Innflyttinger";6010
"16 Sør-Trøndelag";"1990";"Utflyttinger";6239
"16 Sør-Trøndelag";"1991";"Folkemengde";251076
"16 Sør-Trøndelag";"1991";"Levendefødte";3785
"16 Sør-Trøndelag";"1991";"Døde";2666
"16 Sør-Trøndelag";"1991";"Innflyttinger";6216
"16 Sør-Trøndelag";"1991";"Utflyttinger";5614
"16 Sør-Trøndelag";"1992";"Folkemengde";252781
"16 Sør-Trøndelag";"1992";"Levendefødte";3630
"16 Sør-Trøndelag";"1992";"Døde";2710
"16 Sør-Trøndelag";"1992";"Innflyttinger";5648
"16 Sør-Trøndelag";"1992";"Utflyttinger";5696
"16 Sør-Trøndelag";"1993";"Folkemengde";253688
"16 Sør-Trøndelag";"1993";"Levendefødte";3649
"16 Sør-Trøndelag";"1993";"Døde";2707
"16 Sør-Trøndelag";"1993";"Innflyttinger";6997
"16 Sør-Trøndelag";"1993";"Utflyttinger";6174
"16 Sør-Trøndelag";"1994";"Folkemengde";255449
"16 Sør-Trøndelag";"1994";"Levendefødte";3745
"16 Sør-Trøndelag";"1994";"Døde";2564
"16 Sør-Trøndelag";"1994";"Innflyttinger";6445
"16 Sør-Trøndelag";"1994";"Utflyttinger";6764
"16 Sør-Trøndelag";"1995";"Folkemengde";256304
"16 Sør-Trøndelag";"1995";"Levendefødte";3545
"16 Sør-Trøndelag";"1995";"Døde";2659
"16 Sør-Trøndelag";"1995";"Innflyttinger";6695
"16 Sør-Trøndelag";"1995";"Utflyttinger";6715
"16 Sør-Trøndelag";"1996";"Folkemengde";257196
"16 Sør-Trøndelag";"1996";"Levendefødte";3724
"16 Sør-Trøndelag";"1996";"Døde";2519
"16 Sør-Trøndelag";"1996";"Innflyttinger";6946
"16 Sør-Trøndelag";"1996";"Utflyttinger";7079
"16 Sør-Trøndelag";"1997";"Folkemengde";258283
"16 Sør-Trøndelag";"1997";"Levendefødte";3584
"16 Sør-Trøndelag";"1997";"Døde";2606
"16 Sør-Trøndelag";"1997";"Innflyttinger";7366
"16 Sør-Trøndelag";"1997";"Utflyttinger";7440
"16 Sør-Trøndelag";"1998";"Folkemengde";259177
"16 Sør-Trøndelag";"1998";"Levendefødte";3593
"16 Sør-Trøndelag";"1998";"Døde";2556
"16 Sør-Trøndelag";"1998";"Innflyttinger";7784
"16 Sør-Trøndelag";"1998";"Utflyttinger";7111
"16 Sør-Trøndelag";"1999";"Folkemengde";260855
"16 Sør-Trøndelag";"1999";"Levendefødte";3453
"16 Sør-Trøndelag";"1999";"Døde";2652
"16 Sør-Trøndelag";"1999";"Innflyttinger";7782
"16 Sør-Trøndelag";"1999";"Utflyttinger";6588
"16 Sør-Trøndelag";"2000";"Folkemengde";262852
"16 Sør-Trøndelag";"2000";"Levendefødte";3535
"16 Sør-Trøndelag";"2000";"Døde";2498
"16 Sør-Trøndelag";"2000";"Innflyttinger";8139
"16 Sør-Trøndelag";"2000";"Utflyttinger";7164
"16 Sør-Trøndelag";"2001";"Folkemengde";264865
"16 Sør-Trøndelag";"2001";"Levendefødte";3410
"16 Sør-Trøndelag";"2001";"Døde";2458
"16 Sør-Trøndelag";"2001";"Innflyttinger";7838
"16 Sør-Trøndelag";"2001";"Utflyttinger";7307
"16 Sør-Trøndelag";"2002";"Folkemengde";266323
"16 Sør-Trøndelag";"2002";"Levendefødte";3342
"16 Sør-Trøndelag";"2002";"Døde";2615
"16 Sør-Trøndelag";"2002";"Innflyttinger";7937
"16 Sør-Trøndelag";"2002";"Utflyttinger";6781
"16 Sør-Trøndelag";"2003";"Folkemengde";268188
"16 Sør-Trøndelag";"2003";"Levendefødte";3333
"16 Sør-Trøndelag";"2003";"Døde";2417
"16 Sør-Trøndelag";"2003";"Innflyttinger";7957
"16 Sør-Trøndelag";"2003";"Utflyttinger";6798
"16 Sør-Trøndelag";"2004";"Folkemengde";270266
"16 Sør-Trøndelag";"2004";"Levendefødte";3411
"16 Sør-Trøndelag";"2004";"Døde";2355
"16 Sør-Trøndelag";"2004";"Innflyttinger";7975
"16 Sør-Trøndelag";"2004";"Utflyttinger";6686
"16 Sør-Trøndelag";"2005";"Folkemengde";272567
"16 Sør-Trøndelag";"2005";"Levendefødte";3462
"16 Sør-Trøndelag";"2005";"Døde";2379
"16 Sør-Trøndelag";"2005";"Innflyttinger";8836
"16 Sør-Trøndelag";"2005";"Utflyttinger";7039
"16 Sør-Trøndelag";"2006";"Folkemengde";275403
"16 Sør-Trøndelag";"2006";"Levendefødte";3586
"16 Sør-Trøndelag";"2006";"Døde";2439
"16 Sør-Trøndelag";"2006";"Innflyttinger";9919
"16 Sør-Trøndelag";"2006";"Utflyttinger";7629
"16 Sør-Trøndelag";"2007";"Folkemengde";278836
"16 Sør-Trøndelag";"2007";"Levendefødte";3592
"16 Sør-Trøndelag";"2007";"Døde";2364
"16 Sør-Trøndelag";"2007";"Innflyttinger";10998
"16 Sør-Trøndelag";"2007";"Utflyttinger";8055
"16 Sør-Trøndelag";"2008";"Folkemengde";282993
"16 Sør-Trøndelag";"2008";"Levendefødte";3811
"16 Sør-Trøndelag";"2008";"Døde";2370
"16 Sør-Trøndelag";"2008";"Innflyttinger";10785
"16 Sør-Trøndelag";"2008";"Utflyttinger";8486
"16 Sør-Trøndelag";"2009";"Folkemengde";286729
"16 Sør-Trøndelag";"2009";"Levendefødte";3798
"16 Sør-Trøndelag";"2009";"Døde";2371
"16 Sør-Trøndelag";"2009";"Innflyttinger";10587
"16 Sør-Trøndelag";"2009";"Utflyttinger";8187
"16 Sør-Trøndelag";"2010";"Folkemengde";290547
"16 Sør-Trøndelag";"2010";"Levendefødte";3870
"16 Sør-Trøndelag";"2010";"Døde";2395
"16 Sør-Trøndelag";"2010";"Innflyttinger";11327
"16 Sør-Trøndelag";"2010";"Utflyttinger";9266
"16 Sør-Trøndelag";"2011";"Folkemengde";294066
"16 Sør-Trøndelag";"2011";"Levendefødte";3685
"16 Sør-Trøndelag";"2011";"Døde";2401
"16 Sør-Trøndelag";"2011";"Innflyttinger";11893
"16 Sør-Trøndelag";"2011";"Utflyttinger";9269
"16 Sør-Trøndelag";"2012";"Folkemengde";297950
"16 Sør-Trøndelag";"2012";"Levendefødte";3655
"16 Sør-Trøndelag";"2012";"Døde";2325
"16 Sør-Trøndelag";"2012";"Innflyttinger";12498
"16 Sør-Trøndelag";"2012";"Utflyttinger";9020
"16 Sør-Trøndelag";"2013";"Folkemengde";302755
"16 Sør-Trøndelag";"2013";"Levendefødte";3687
"16 Sør-Trøndelag";"2013";"Døde";2267
"16 Sør-Trøndelag";"2013";"Innflyttinger";12085
"16 Sør-Trøndelag";"2013";"Utflyttinger";10081
"16 Sør-Trøndelag";"2014";"Folkemengde";306197
"16 Sør-Trøndelag";"2014";"Levendefødte";3744
"16 Sør-Trøndelag";"2014";"Døde";2262
"16 Sør-Trøndelag";"2014";"Innflyttinger";12099
"16 Sør-Trøndelag";"2014";"Utflyttinger";9707
"16 Sør-Trøndelag";"2015";"Folkemengde";310047
"16 Sør-Trøndelag";"2015";"Levendefødte";0
"16 Sør-Trøndelag";"2015";"Døde";0
"16 Sør-Trøndelag";"2015";"Innflyttinger";0
"16 Sør-Trøndelag";"2015";"Utflyttinger";0
"17 Nord-Trøndelag";"1951";"Folkemengde";109948
"17 Nord-Trøndelag";"1951";"Levendefødte";2305
"17 Nord-Trøndelag";"1951";"Døde";873
"17 Nord-Trøndelag";"1951";"Innflyttinger";4803
"17 Nord-Trøndelag";"1951";"Utflyttinger";5297
"17 Nord-Trøndelag";"1952";"Folkemengde";110892
"17 Nord-Trøndelag";"1952";"Levendefødte";2466
"17 Nord-Trøndelag";"1952";"Døde";942
"17 Nord-Trøndelag";"1952";"Innflyttinger";4463
"17 Nord-Trøndelag";"1952";"Utflyttinger";4694
"17 Nord-Trøndelag";"1953";"Folkemengde";112185
"17 Nord-Trøndelag";"1953";"Levendefødte";2266
"17 Nord-Trøndelag";"1953";"Døde";853
"17 Nord-Trøndelag";"1953";"Innflyttinger";4492
"17 Nord-Trøndelag";"1953";"Utflyttinger";5108
"17 Nord-Trøndelag";"1954";"Folkemengde";112982
"17 Nord-Trøndelag";"1954";"Levendefødte";2371
"17 Nord-Trøndelag";"1954";"Døde";923
"17 Nord-Trøndelag";"1954";"Innflyttinger";4847
"17 Nord-Trøndelag";"1954";"Utflyttinger";5324
"17 Nord-Trøndelag";"1955";"Folkemengde";113953
"17 Nord-Trøndelag";"1955";"Levendefødte";2324
"17 Nord-Trøndelag";"1955";"Døde";950
"17 Nord-Trøndelag";"1955";"Innflyttinger";4546
"17 Nord-Trøndelag";"1955";"Utflyttinger";5276
"17 Nord-Trøndelag";"1956";"Folkemengde";114717
"17 Nord-Trøndelag";"1956";"Levendefødte";2333
"17 Nord-Trøndelag";"1956";"Døde";877
"17 Nord-Trøndelag";"1956";"Innflyttinger";5142
"17 Nord-Trøndelag";"1956";"Utflyttinger";5746
"17 Nord-Trøndelag";"1957";"Folkemengde";115569
"17 Nord-Trøndelag";"1957";"Levendefødte";2243
"17 Nord-Trøndelag";"1957";"Døde";996
"17 Nord-Trøndelag";"1957";"Innflyttinger";2160
"17 Nord-Trøndelag";"1957";"Utflyttinger";3062
"17 Nord-Trøndelag";"1958";"Folkemengde";115914
"17 Nord-Trøndelag";"1958";"Levendefødte";2144
"17 Nord-Trøndelag";"1958";"Døde";939
"17 Nord-Trøndelag";"1958";"Innflyttinger";2071
"17 Nord-Trøndelag";"1958";"Utflyttinger";2660
"17 Nord-Trøndelag";"1959";"Folkemengde";116530
"17 Nord-Trøndelag";"1959";"Levendefødte";2180
"17 Nord-Trøndelag";"1959";"Døde";992
"17 Nord-Trøndelag";"1959";"Innflyttinger";2025
"17 Nord-Trøndelag";"1959";"Utflyttinger";3101
"17 Nord-Trøndelag";"1960";"Folkemengde";116642
"17 Nord-Trøndelag";"1960";"Levendefødte";2098
"17 Nord-Trøndelag";"1960";"Døde";959
"17 Nord-Trøndelag";"1960";"Innflyttinger";2655
"17 Nord-Trøndelag";"1960";"Utflyttinger";3529
"17 Nord-Trøndelag";"1961";"Folkemengde";116760
"17 Nord-Trøndelag";"1961";"Levendefødte";2121
"17 Nord-Trøndelag";"1961";"Døde";1015
"17 Nord-Trøndelag";"1961";"Innflyttinger";1962
"17 Nord-Trøndelag";"1961";"Utflyttinger";3294
"17 Nord-Trøndelag";"1962";"Folkemengde";116534
"17 Nord-Trøndelag";"1962";"Levendefødte";2159
"17 Nord-Trøndelag";"1962";"Døde";1087
"17 Nord-Trøndelag";"1962";"Innflyttinger";2121
"17 Nord-Trøndelag";"1962";"Utflyttinger";3295
"17 Nord-Trøndelag";"1963";"Folkemengde";116432
"17 Nord-Trøndelag";"1963";"Levendefødte";2172
"17 Nord-Trøndelag";"1963";"Døde";1040
"17 Nord-Trøndelag";"1963";"Innflyttinger";2355
"17 Nord-Trøndelag";"1963";"Utflyttinger";3583
"17 Nord-Trøndelag";"1964";"Folkemengde";116336
"17 Nord-Trøndelag";"1964";"Levendefødte";2178
"17 Nord-Trøndelag";"1964";"Døde";1098
"17 Nord-Trøndelag";"1964";"Innflyttinger";2423
"17 Nord-Trøndelag";"1964";"Utflyttinger";3115
"17 Nord-Trøndelag";"1965";"Folkemengde";116724
"17 Nord-Trøndelag";"1965";"Levendefødte";2271
"17 Nord-Trøndelag";"1965";"Døde";1106
"17 Nord-Trøndelag";"1965";"Innflyttinger";2870
"17 Nord-Trøndelag";"1965";"Utflyttinger";3544
"17 Nord-Trøndelag";"1966";"Folkemengde";117215
"17 Nord-Trøndelag";"1966";"Levendefødte";2252
"17 Nord-Trøndelag";"1966";"Døde";1179
"17 Nord-Trøndelag";"1966";"Innflyttinger";2963
"17 Nord-Trøndelag";"1966";"Utflyttinger";3799
"17 Nord-Trøndelag";"1967";"Folkemengde";117426
"17 Nord-Trøndelag";"1967";"Levendefødte";2164
"17 Nord-Trøndelag";"1967";"Døde";1032
"17 Nord-Trøndelag";"1967";"Innflyttinger";2821
"17 Nord-Trøndelag";"1967";"Utflyttinger";3905
"17 Nord-Trøndelag";"1968";"Folkemengde";117474
"17 Nord-Trøndelag";"1968";"Levendefødte";2170
"17 Nord-Trøndelag";"1968";"Døde";1162
"17 Nord-Trøndelag";"1968";"Innflyttinger";2855
"17 Nord-Trøndelag";"1968";"Utflyttinger";3414
"17 Nord-Trøndelag";"1969";"Folkemengde";117978
"17 Nord-Trøndelag";"1969";"Levendefødte";2032
"17 Nord-Trøndelag";"1969";"Døde";1195
"17 Nord-Trøndelag";"1969";"Innflyttinger";3053
"17 Nord-Trøndelag";"1969";"Utflyttinger";3686
"17 Nord-Trøndelag";"1970";"Folkemengde";118150
"17 Nord-Trøndelag";"1970";"Levendefødte";1934
"17 Nord-Trøndelag";"1970";"Døde";1197
"17 Nord-Trøndelag";"1970";"Innflyttinger";3765
"17 Nord-Trøndelag";"1970";"Utflyttinger";4592
"17 Nord-Trøndelag";"1971";"Folkemengde";117998
"17 Nord-Trøndelag";"1971";"Levendefødte";2028
"17 Nord-Trøndelag";"1971";"Døde";1229
"17 Nord-Trøndelag";"1971";"Innflyttinger";3835
"17 Nord-Trøndelag";"1971";"Utflyttinger";3550
"17 Nord-Trøndelag";"1972";"Folkemengde";119087
"17 Nord-Trøndelag";"1972";"Levendefødte";1948
"17 Nord-Trøndelag";"1972";"Døde";1251
"17 Nord-Trøndelag";"1972";"Innflyttinger";3772
"17 Nord-Trøndelag";"1972";"Utflyttinger";3610
"17 Nord-Trøndelag";"1973";"Folkemengde";119905
"17 Nord-Trøndelag";"1973";"Levendefødte";1921
"17 Nord-Trøndelag";"1973";"Døde";1186
"17 Nord-Trøndelag";"1973";"Innflyttinger";3899
"17 Nord-Trøndelag";"1973";"Utflyttinger";3380
"17 Nord-Trøndelag";"1974";"Folkemengde";121144
"17 Nord-Trøndelag";"1974";"Levendefødte";1878
"17 Nord-Trøndelag";"1974";"Døde";1137
"17 Nord-Trøndelag";"1974";"Innflyttinger";3884
"17 Nord-Trøndelag";"1974";"Utflyttinger";3467
"17 Nord-Trøndelag";"1975";"Folkemengde";122273
"17 Nord-Trøndelag";"1975";"Levendefødte";1667
"17 Nord-Trøndelag";"1975";"Døde";1197
"17 Nord-Trøndelag";"1975";"Innflyttinger";3583
"17 Nord-Trøndelag";"1975";"Utflyttinger";3429
"17 Nord-Trøndelag";"1976";"Folkemengde";122875
"17 Nord-Trøndelag";"1976";"Levendefødte";1584
"17 Nord-Trøndelag";"1976";"Døde";1206
"17 Nord-Trøndelag";"1976";"Innflyttinger";3320
"17 Nord-Trøndelag";"1976";"Utflyttinger";3249
"17 Nord-Trøndelag";"1977";"Folkemengde";123317
"17 Nord-Trøndelag";"1977";"Levendefødte";1570
"17 Nord-Trøndelag";"1977";"Døde";1205
"17 Nord-Trøndelag";"1977";"Innflyttinger";3557
"17 Nord-Trøndelag";"1977";"Utflyttinger";3248
"17 Nord-Trøndelag";"1978";"Folkemengde";123992
"17 Nord-Trøndelag";"1978";"Levendefødte";1619
"17 Nord-Trøndelag";"1978";"Døde";1219
"17 Nord-Trøndelag";"1978";"Innflyttinger";3266
"17 Nord-Trøndelag";"1978";"Utflyttinger";2980
"17 Nord-Trøndelag";"1979";"Folkemengde";124671
"17 Nord-Trøndelag";"1979";"Levendefødte";1606
"17 Nord-Trøndelag";"1979";"Døde";1243
"17 Nord-Trøndelag";"1979";"Innflyttinger";3269
"17 Nord-Trøndelag";"1979";"Utflyttinger";3061
"17 Nord-Trøndelag";"1980";"Folkemengde";125233
"17 Nord-Trøndelag";"1980";"Levendefødte";1545
"17 Nord-Trøndelag";"1980";"Døde";1172
"17 Nord-Trøndelag";"1980";"Innflyttinger";3458
"17 Nord-Trøndelag";"1980";"Utflyttinger";3217
"17 Nord-Trøndelag";"1981";"Folkemengde";125835
"17 Nord-Trøndelag";"1981";"Levendefødte";1597
"17 Nord-Trøndelag";"1981";"Døde";1258
"17 Nord-Trøndelag";"1981";"Innflyttinger";3166
"17 Nord-Trøndelag";"1981";"Utflyttinger";2997
"17 Nord-Trøndelag";"1982";"Folkemengde";126339
"17 Nord-Trøndelag";"1982";"Levendefødte";1572
"17 Nord-Trøndelag";"1982";"Døde";1274
"17 Nord-Trøndelag";"1982";"Innflyttinger";2854
"17 Nord-Trøndelag";"1982";"Utflyttinger";2792
"17 Nord-Trøndelag";"1983";"Folkemengde";126696
"17 Nord-Trøndelag";"1983";"Levendefødte";1523
"17 Nord-Trøndelag";"1983";"Døde";1234
"17 Nord-Trøndelag";"1983";"Innflyttinger";2849
"17 Nord-Trøndelag";"1983";"Utflyttinger";2773
"17 Nord-Trøndelag";"1984";"Folkemengde";127051
"17 Nord-Trøndelag";"1984";"Levendefødte";1574
"17 Nord-Trøndelag";"1984";"Døde";1280
"17 Nord-Trøndelag";"1984";"Innflyttinger";2491
"17 Nord-Trøndelag";"1984";"Utflyttinger";2906
"17 Nord-Trøndelag";"1985";"Folkemengde";126923
"17 Nord-Trøndelag";"1985";"Levendefødte";1581
"17 Nord-Trøndelag";"1985";"Døde";1273
"17 Nord-Trøndelag";"1985";"Innflyttinger";2584
"17 Nord-Trøndelag";"1985";"Utflyttinger";3099
"17 Nord-Trøndelag";"1986";"Folkemengde";126711
"17 Nord-Trøndelag";"1986";"Levendefødte";1639
"17 Nord-Trøndelag";"1986";"Døde";1330
"17 Nord-Trøndelag";"1986";"Innflyttinger";2715
"17 Nord-Trøndelag";"1986";"Utflyttinger";3140
"17 Nord-Trøndelag";"1987";"Folkemengde";126590
"17 Nord-Trøndelag";"1987";"Levendefødte";1590
"17 Nord-Trøndelag";"1987";"Døde";1335
"17 Nord-Trøndelag";"1987";"Innflyttinger";3075
"17 Nord-Trøndelag";"1987";"Utflyttinger";3153
"17 Nord-Trøndelag";"1988";"Folkemengde";126769
"17 Nord-Trøndelag";"1988";"Levendefødte";1674
"17 Nord-Trøndelag";"1988";"Døde";1402
"17 Nord-Trøndelag";"1988";"Innflyttinger";2925
"17 Nord-Trøndelag";"1988";"Utflyttinger";3198
"17 Nord-Trøndelag";"1989";"Folkemengde";126750
"17 Nord-Trøndelag";"1989";"Levendefødte";1706
"17 Nord-Trøndelag";"1989";"Døde";1332
"17 Nord-Trøndelag";"1989";"Innflyttinger";2779
"17 Nord-Trøndelag";"1989";"Utflyttinger";3056
"17 Nord-Trøndelag";"1990";"Folkemengde";126858
"17 Nord-Trøndelag";"1990";"Levendefødte";1791
"17 Nord-Trøndelag";"1990";"Døde";1398
"17 Nord-Trøndelag";"1990";"Innflyttinger";2962
"17 Nord-Trøndelag";"1990";"Utflyttinger";2981
"17 Nord-Trøndelag";"1991";"Folkemengde";127226
"17 Nord-Trøndelag";"1991";"Levendefødte";1728
"17 Nord-Trøndelag";"1991";"Døde";1408
"17 Nord-Trøndelag";"1991";"Innflyttinger";2882
"17 Nord-Trøndelag";"1991";"Utflyttinger";2986
"17 Nord-Trøndelag";"1992";"Folkemengde";127464
"17 Nord-Trøndelag";"1992";"Levendefødte";1709
"17 Nord-Trøndelag";"1992";"Døde";1497
"17 Nord-Trøndelag";"1992";"Innflyttinger";2797
"17 Nord-Trøndelag";"1992";"Utflyttinger";3062
"17 Nord-Trøndelag";"1993";"Folkemengde";127414
"17 Nord-Trøndelag";"1993";"Levendefødte";1754
"17 Nord-Trøndelag";"1993";"Døde";1429
"17 Nord-Trøndelag";"1993";"Innflyttinger";2856
"17 Nord-Trøndelag";"1993";"Utflyttinger";2911
"17 Nord-Trøndelag";"1994";"Folkemengde";127698
"17 Nord-Trøndelag";"1994";"Levendefødte";1751
"17 Nord-Trøndelag";"1994";"Døde";1282
"17 Nord-Trøndelag";"1994";"Innflyttinger";2701
"17 Nord-Trøndelag";"1994";"Utflyttinger";3313
"17 Nord-Trøndelag";"1995";"Folkemengde";127537
"17 Nord-Trøndelag";"1995";"Levendefødte";1714
"17 Nord-Trøndelag";"1995";"Døde";1312
"17 Nord-Trøndelag";"1995";"Innflyttinger";2818
"17 Nord-Trøndelag";"1995";"Utflyttinger";3439
"17 Nord-Trøndelag";"1996";"Folkemengde";127325
"17 Nord-Trøndelag";"1996";"Levendefødte";1789
"17 Nord-Trøndelag";"1996";"Døde";1327
"17 Nord-Trøndelag";"1996";"Innflyttinger";2736
"17 Nord-Trøndelag";"1996";"Utflyttinger";3311
"17 Nord-Trøndelag";"1997";"Folkemengde";127223
"17 Nord-Trøndelag";"1997";"Levendefødte";1646
"17 Nord-Trøndelag";"1997";"Døde";1355
"17 Nord-Trøndelag";"1997";"Innflyttinger";2868
"17 Nord-Trøndelag";"1997";"Utflyttinger";3603
"17 Nord-Trøndelag";"1998";"Folkemengde";126785
"17 Nord-Trøndelag";"1998";"Levendefødte";1603
"17 Nord-Trøndelag";"1998";"Døde";1307
"17 Nord-Trøndelag";"1998";"Innflyttinger";3171
"17 Nord-Trøndelag";"1998";"Utflyttinger";3457
"17 Nord-Trøndelag";"1999";"Folkemengde";126797
"17 Nord-Trøndelag";"1999";"Levendefødte";1628
"17 Nord-Trøndelag";"1999";"Døde";1300
"17 Nord-Trøndelag";"1999";"Innflyttinger";3216
"17 Nord-Trøndelag";"1999";"Utflyttinger";3226
"17 Nord-Trøndelag";"2000";"Folkemengde";127108
"17 Nord-Trøndelag";"2000";"Levendefødte";1634
"17 Nord-Trøndelag";"2000";"Døde";1391
"17 Nord-Trøndelag";"2000";"Innflyttinger";3195
"17 Nord-Trøndelag";"2000";"Utflyttinger";3281
"17 Nord-Trøndelag";"2001";"Folkemengde";127261
"17 Nord-Trøndelag";"2001";"Levendefødte";1533
"17 Nord-Trøndelag";"2001";"Døde";1277
"17 Nord-Trøndelag";"2001";"Innflyttinger";3307
"17 Nord-Trøndelag";"2001";"Utflyttinger";3378
"17 Nord-Trøndelag";"2002";"Folkemengde";127457
"17 Nord-Trøndelag";"2002";"Levendefødte";1457
"17 Nord-Trøndelag";"2002";"Døde";1369
"17 Nord-Trøndelag";"2002";"Innflyttinger";3171
"17 Nord-Trøndelag";"2002";"Utflyttinger";3116
"17 Nord-Trøndelag";"2003";"Folkemengde";127610
"17 Nord-Trøndelag";"2003";"Levendefødte";1466
"17 Nord-Trøndelag";"2003";"Døde";1299
"17 Nord-Trøndelag";"2003";"Innflyttinger";3210
"17 Nord-Trøndelag";"2003";"Utflyttinger";3026
"17 Nord-Trøndelag";"2004";"Folkemengde";127973
"17 Nord-Trøndelag";"2004";"Levendefødte";1419
"17 Nord-Trøndelag";"2004";"Døde";1230
"17 Nord-Trøndelag";"2004";"Innflyttinger";3166
"17 Nord-Trøndelag";"2004";"Utflyttinger";2891
"17 Nord-Trøndelag";"2005";"Folkemengde";128444
"17 Nord-Trøndelag";"2005";"Levendefødte";1463
"17 Nord-Trøndelag";"2005";"Døde";1241
"17 Nord-Trøndelag";"2005";"Innflyttinger";3041
"17 Nord-Trøndelag";"2005";"Utflyttinger";3013
"17 Nord-Trøndelag";"2006";"Folkemengde";128694
"17 Nord-Trøndelag";"2006";"Levendefødte";1467
"17 Nord-Trøndelag";"2006";"Døde";1259
"17 Nord-Trøndelag";"2006";"Innflyttinger";3393
"17 Nord-Trøndelag";"2006";"Utflyttinger";3238
"17 Nord-Trøndelag";"2007";"Folkemengde";129069
"17 Nord-Trøndelag";"2007";"Levendefødte";1431
"17 Nord-Trøndelag";"2007";"Døde";1294
"17 Nord-Trøndelag";"2007";"Innflyttinger";3954
"17 Nord-Trøndelag";"2007";"Utflyttinger";3316
"17 Nord-Trøndelag";"2008";"Folkemengde";129856
"17 Nord-Trøndelag";"2008";"Levendefødte";1460
"17 Nord-Trøndelag";"2008";"Døde";1212
"17 Nord-Trøndelag";"2008";"Innflyttinger";3643
"17 Nord-Trøndelag";"2008";"Utflyttinger";3048
"17 Nord-Trøndelag";"2009";"Folkemengde";130708
"17 Nord-Trøndelag";"2009";"Levendefødte";1496
"17 Nord-Trøndelag";"2009";"Døde";1178
"17 Nord-Trøndelag";"2009";"Innflyttinger";3617
"17 Nord-Trøndelag";"2009";"Utflyttinger";3095
"17 Nord-Trøndelag";"2010";"Folkemengde";131555
"17 Nord-Trøndelag";"2010";"Levendefødte";1495
"17 Nord-Trøndelag";"2010";"Døde";1309
"17 Nord-Trøndelag";"2010";"Innflyttinger";3984
"17 Nord-Trøndelag";"2010";"Utflyttinger";3604
"17 Nord-Trøndelag";"2011";"Folkemengde";132140
"17 Nord-Trøndelag";"2011";"Levendefødte";1436
"17 Nord-Trøndelag";"2011";"Døde";1247
"17 Nord-Trøndelag";"2011";"Innflyttinger";4443
"17 Nord-Trøndelag";"2011";"Utflyttinger";3380
"17 Nord-Trøndelag";"2012";"Folkemengde";133390
"17 Nord-Trøndelag";"2012";"Levendefødte";1424
"17 Nord-Trøndelag";"2012";"Døde";1232
"17 Nord-Trøndelag";"2012";"Innflyttinger";4281
"17 Nord-Trøndelag";"2012";"Utflyttinger";3414
"17 Nord-Trøndelag";"2013";"Folkemengde";134443
"17 Nord-Trøndelag";"2013";"Levendefødte";1497
"17 Nord-Trøndelag";"2013";"Døde";1246
"17 Nord-Trøndelag";"2013";"Innflyttinger";4227
